method,feat,seq_id,-xent@16,acc 8/16,acc 1/16
permute,landcover_cand,22,-0.9722507,0.72727275,0.12727273
permute,landcover_cand,23,-1.0349127,0.5862069,0.08113591
permute,landcover_cand,24,-1.1822804,0.5982906,0.06410257
permute,landcover_cand,25,-1.0429426,0.6431227,0.10408922
permute,landcover_cand,26,-1.1623216,0.5698324,0.075418994
permute,landcover_cand,27,-1.1345879,0.59241706,0.07582939
permute,landcover_cand,28,-0.90555686,0.74125874,0.16783217
permute,landcover_cand,29,-1.0674961,0.8038147,0.1907357
permute,landcover_cand,30,-1.0211952,0.754,0.152
permute,landcover_cand,31,-0.9749834,0.83,0.14
permute,landcover_cand,32,-1.0295231,0.7303371,0.11235955
permute,landcover_cand,33,-1.0191758,0.77472526,0.15384616
permute,landcover_cand,34,-1.153268,0.75524473,0.13286713
permute,landcover_cand,35,-0.92618513,0.74698794,0.16867469
permute,landcover_cand,36,-1.0013952,0.6315789,0.110526316
permute,landcover_cand,37,-1.0046741,0.50359714,0.021582734
permute,landcover_cand,38,-1.004675,0.501002,0.056112226
permute,landcover_cand,39,-0.9997919,0.43650794,0.071428575
permute,landcover_cand,40,-1.0033019,0.492,0.058
permute,landcover_cand,41,-0.9990848,0.47857141,0.057142857
permute,landcover_cand,42,-1.0008154,0.5,0.054263566
permute,landcover_cand,43,-0.91861945,0.7569444,0.125
permute,landcover_cand,44,-0.91433597,0.725,0.21666667
permute,landcover_cand,45,-0.98671246,0.6318681,0.1401099
permute,landcover_cand,46,-0.9713496,0.73333335,0.061904762
permute,landcover_cand,47,-0.98444223,0.66917294,0.050125312
permute,landcover_cand,48,-1.0361447,0.5081081,0.048648648
permute,landcover_cand,49,-1.010054,0.5494506,0.17582418
permute,landcover_cand,50,-0.9923974,0.5995025,0.1716418
permute,landcover_cand,51,-0.9941724,0.6310345,0.13103448
permute,landcover_cand,52,-1.0555309,0.57,0.065
permute,landcover_cand,53,-0.99563104,0.553719,0.11570248
permute,landcover_cand,54,-1.1370833,0.752,0.162
permute,landcover_cand,55,-1.0049142,0.78,0.194
permute,landcover_cand,56,-1.0294075,0.75,0.19
permute,landcover_cand,57,-1.1076113,0.752,0.174
permute,landcover_cand,58,-1.3196831,0.748,0.112
permute,landcover_cand,59,-1.3591709,0.68,0.093333334
permute,landcover_cand,60,-1.2636739,0.7871486,0.12851405
permute,landcover_cand,61,-1.0194589,0.8181818,0.16666667
permute,landcover_cand,62,-1.225383,0.7883212,0.11678832
permute,landcover_cand,63,-1.2228091,0.8447205,0.13664596
permute,landcover_cand,64,-0.7785126,0.75,0.33571428
permute,landcover_cand,65,-0.7576614,0.9142857,0.25714287
permute,landcover_cand,66,-0.63124543,0.87341774,0.4556962
permute,landcover_cand,67,-0.8213378,0.9206349,0.22222222
permute,landcover_cand,68,-0.752544,0.92741936,0.29032257
permute,landcover_cand,69,-1.1468203,0.666,0.15
permute,landcover_cand,70,-1.0176157,0.752809,0.2846442
permute,landcover_cand,71,-1.1595397,0.63492066,0.117913835
permute,landcover_cand,72,-1.034834,0.8233533,0.21257485
permute,landcover_cand,73,-1.0116798,0.7275449,0.14371258
permute,landcover_cand,74,-1.184337,0.8143712,0.1497006
permute,landcover_cand,75,-0.99986434,0.47191012,0.06741573
permute,landcover_cand,76,-1.0018795,0.48380566,0.0708502
permute,landcover_cand,77,-1.0016181,0.4945055,0.027472528
permute,landcover_cand,78,-1.0016425,0.4160584,0.08029197
permute,landcover_cand,79,-0.9955434,0.57575756,0.0976431
permute,landcover_cand,80,-1.0108474,0.49514562,0.03883495
permute,landcover_cand,81,-1.0005105,0.468,0.072
permute,landcover_cand,82,-1.0039178,0.492,0.054
permute,landcover_cand,83,-1.0058542,0.5181347,0.05699482
permute,landcover_cand,84,-0.8272056,0.8552632,0.24561404
permute,landcover_cand,85,-1.2894793,0.5555556,0.125
permute,landcover_cand,86,-1.3056942,0.609375,0.1328125
permute,landcover_cand,87,-1.0415559,0.6594203,0.1594203
permute,landcover_cand,88,-1.1278535,0.6104651,0.0872093
permute,landcover_cand,89,-0.95009136,0.8030303,0.17424242
permute,landcover_cand,90,-1.2590089,0.62601626,0.08130081
permute,landcover_cand,91,-1.006921,0.74358976,0.16923077
permute,landcover_cand,92,-0.9685456,0.6814405,0.17174515
permute,landcover_cand,93,-0.99822104,0.6496815,0.12101911
permute,landcover_cand,94,-1.0105585,0.5314286,0.068571426
permute,landcover_cand,95,-0.9896642,0.5707317,0.10243902
permute,landcover_cand,96,-0.9985565,0.5862069,0.08275862
permute,landcover_cand,97,-1.0055045,0.6,0.09166667
permute,landcover_cand,98,-0.99303234,0.60571426,0.13714285
permute,landcover_cand,99,-1.0300608,0.4791155,0.07862408
permute,landcover_cand,100,-1.0087692,0.53409094,0.07954545
permute,landcover_cand,101,-1.0586512,0.52517986,0.07194245
permute,landcover_cand,102,-0.77984345,0.7653846,0.3576923
permute,landcover_cand,103,-0.77725595,0.7217391,0.35652173
permute,landcover_cand,104,-0.87195396,0.8943662,0.18309858
permute,landcover_cand,105,-0.7117559,0.8,0.3512195
permute,landcover_cand,106,-1.1004312,0.75757575,0.10606061
permute,landcover_cand,107,-0.59930164,0.7647059,0.5042017
permute,landcover_cand,108,-0.68777,0.8425656,0.3877551
permute,landcover_cand,109,-0.6562188,0.82379866,0.43249428
permute,landcover_cand,110,-1.053298,0.73134327,0.20895523
permute,landcover_cand,111,-0.6383565,0.82312924,0.43537414
permute,landcover_cand,112,-0.72006184,0.83870965,0.29749104
permute,landcover_cand,113,-1.1105239,0.61,0.152
permute,landcover_cand,114,-1.0837953,0.692,0.112
permute,landcover_cand,115,-1.0659143,0.6648936,0.17553191
permute,landcover_cand,116,-1.1017861,0.5721925,0.10695187
permute,landcover_cand,117,-1.0895193,0.62015504,0.11627907
permute,landcover_cand,118,-1.0725484,0.5833333,0.12
permute,landcover_cand,119,-1.0850205,0.6097561,0.14329268
permute,landcover_cand,120,-1.0537343,0.5882353,0.11372549
permute,landcover_cand,121,-1.0432003,0.5769231,0.08974359
permute,landcover_cand,122,-0.8546387,0.75151515,0.25454545
permute,landcover_cand,123,-1.0151892,0.6806723,0.12605043
permute,landcover_cand,124,-1.1030402,0.5123967,0.10743801
permute,landcover_cand,125,-1.0528392,0.5451613,0.106451616
permute,landcover_cand,126,-1.0483264,0.62601626,0.05691057
permute,landcover_cand,127,-0.8687425,0.86470586,0.21764706
permute,landcover_cand,128,-1.3301789,0.74603176,0.11904762
permute,landcover_cand,129,-0.98299754,0.73410404,0.15317918
permute,landcover_cand,130,-1.0046622,0.6680162,0.11740891
permute,landcover_cand,131,-1.0449029,0.688,0.14
permute,landcover_cand,132,-0.920951,0.76153845,0.16153847
permute,landcover_cand,133,-0.9354285,0.777027,0.24324325
permute,landcover_cand,134,-1.1453295,0.8327974,0.16720258
permute,landcover_cand,135,-1.0142357,0.8423423,0.25225225
permute,landcover_cand,136,-1.2122554,0.804,0.198
permute,landcover_cand,137,-1.391441,0.78723407,0.25531915
permute,landcover_cand,138,-1.1221237,0.76372313,0.16229117
permute,landcover_cand,139,-1.0628839,0.554,0.078
permute,landcover_cand,140,-1.0904253,0.574,0.074
permute,landcover_cand,141,-1.0632606,0.5233645,0.06542056
permute,landcover_cand,142,-0.9951505,0.55825245,0.0631068
permute,landcover_cand,143,-1.0063124,0.6148148,0.08148148
permute,landcover_cand,144,-0.97282404,0.68292683,0.08130081
permute,landcover_cand,145,-0.96221006,0.67391306,0.13768116
permute,landcover_cand,146,-1.0070975,0.5766129,0.05645161
permute,landcover_cand,147,-0.99408126,0.5928571,0.08571429
permute,landcover_cand,148,-0.96501464,0.638,0.148
permute,landcover_cand,149,-0.9944644,0.582,0.08
permute,landcover_cand,150,-0.98270327,0.5942029,0.12560387
median,landcover_cand,0,-0.6669737,0.86117136,0.38828632
median,landcover_cand,1,-0.8150125,0.7446808,0.293617
median,landcover_cand,2,-0.75039643,0.90873015,0.33333334
median,landcover_cand,3,-0.91303337,0.6730769,0.15598291
median,landcover_cand,4,-0.95368534,0.5720339,0.105932206
median,landcover_cand,5,-0.91309446,0.63114756,0.12295082
median,landcover_cand,6,-0.9471387,0.59016395,0.114754096
median,landcover_cand,7,-0.9551997,0.602459,0.13114753
median,landcover_cand,8,-0.9292672,0.53092784,0.14948453
median,landcover_cand,9,-0.95556724,0.51666665,0.12777779
median,landcover_cand,10,-0.9540754,0.64016736,0.10460251
median,landcover_cand,11,-0.8136328,0.9116608,0.109540634
median,landcover_cand,12,-0.93700266,0.69135803,0.11934157
median,landcover_cand,13,-0.9809881,0.568,0.048
median,landcover_cand,14,-0.9644121,0.688,0.104
median,landcover_cand,15,-0.9884959,0.6368715,0.11731844
median,landcover_cand,16,-0.9318218,0.69436204,0.14243324
median,landcover_cand,17,-0.862829,0.88601035,0.103626944
median,landcover_cand,18,-0.97473943,0.79693484,0.107279696
median,landcover_cand,19,-0.9667051,0.69181037,0.12715517
median,landcover_cand,20,-0.97280437,0.6852792,0.0964467
median,landcover_cand,21,-1.0312197,0.598,0.062
median,landcover_cand,22,-0.9794241,0.6,0.10909091
median,landcover_cand,23,-0.9847319,0.6166329,0.07910751
median,landcover_cand,24,-0.9906491,0.5854701,0.047008548
median,landcover_cand,25,-0.9658699,0.67657995,0.12267658
median,landcover_cand,26,-1.0212333,0.57821226,0.0698324
median,landcover_cand,27,-0.9726698,0.6729858,0.047393367
median,landcover_cand,28,-0.86302346,0.7832168,0.1958042
median,landcover_cand,29,-0.7831659,0.907357,0.22615804
median,landcover_cand,30,-0.8506658,0.792,0.198
median,landcover_cand,31,-0.8324503,0.87,0.13
median,landcover_cand,32,-0.8683202,0.71348315,0.15730338
median,landcover_cand,33,-0.8497059,0.7417582,0.14835165
median,landcover_cand,34,-0.8214602,0.8321678,0.15034965
median,landcover_cand,35,-0.89861107,0.7590361,0.15060242
median,landcover_cand,36,-1.0013478,0.64736843,0.15789473
median,landcover_cand,37,-0.9993546,0.50359714,0.01438849
median,landcover_cand,38,-1.0005702,0.5250501,0.04208417
median,landcover_cand,39,-0.9999797,0.43650794,0.071428575
median,landcover_cand,40,-0.99987966,0.496,0.056
median,landcover_cand,41,-0.99992937,0.4642857,0.05
median,landcover_cand,42,-0.9999153,0.50775194,0.054263566
median,landcover_cand,43,-0.91258633,0.7638889,0.11805555
median,landcover_cand,44,-0.89566994,0.7416667,0.19166666
median,landcover_cand,45,-0.9713854,0.6565934,0.1456044
median,landcover_cand,46,-0.96800756,0.71428573,0.057142857
median,landcover_cand,47,-0.95606416,0.7067669,0.03508772
median,landcover_cand,48,-1.0146693,0.5405405,0.05945946
median,landcover_cand,49,-0.9867308,0.56593406,0.18681319
median,landcover_cand,50,-0.9693895,0.6044776,0.17661692
median,landcover_cand,51,-0.96595377,0.6689655,0.15517241
median,landcover_cand,52,-0.99457353,0.6375,0.06
median,landcover_cand,53,-0.9794411,0.56198347,0.11570248
median,landcover_cand,54,-0.8522214,0.804,0.194
median,landcover_cand,55,-0.804663,0.828,0.274
median,landcover_cand,56,-0.8594583,0.778,0.214
median,landcover_cand,57,-0.83483535,0.79,0.244
median,landcover_cand,58,-0.85054976,0.858,0.126
median,landcover_cand,59,-1.0226628,0.70666665,0.26666668
median,landcover_cand,60,-0.7968299,0.939759,0.16465864
median,landcover_cand,61,-0.76545775,0.92424244,0.25
median,landcover_cand,62,-0.7985619,0.95620435,0.18248175
median,landcover_cand,63,-0.7889958,0.93167704,0.18012422
median,landcover_cand,64,-0.7800682,0.74285716,0.33571428
median,landcover_cand,65,-0.6810805,0.9785714,0.24642856
median,landcover_cand,66,-0.60193896,0.8924051,0.4620253
median,landcover_cand,67,-0.7221013,0.984127,0.26190478
median,landcover_cand,68,-0.68433404,1.0,0.43548387
median,landcover_cand,69,-0.8921785,0.77,0.184
median,landcover_cand,70,-0.87024385,0.8614232,0.40074906
median,landcover_cand,71,-0.9441649,0.7414966,0.16553289
median,landcover_cand,72,-0.76479286,0.9461078,0.28143713
median,landcover_cand,73,-0.8790352,0.8293413,0.13173653
median,landcover_cand,74,-0.7131094,0.9461078,0.19161677
median,landcover_cand,75,-0.999298,0.47191012,0.06741573
median,landcover_cand,76,-0.9996067,0.48987854,0.06477733
median,landcover_cand,77,-0.99981385,0.489011,0.04945055
median,landcover_cand,78,-1.000023,0.38686132,0.0729927
median,landcover_cand,79,-0.9979482,0.56902355,0.09090909
median,landcover_cand,80,-0.9998455,0.51941746,0.048543688
median,landcover_cand,81,-0.99978995,0.464,0.068
median,landcover_cand,82,-0.9996697,0.504,0.062
median,landcover_cand,83,-0.9995832,0.55440414,0.06735751
median,landcover_cand,84,-0.73834807,0.8903509,0.2982456
median,landcover_cand,85,-0.9871461,0.6597222,0.18055555
median,landcover_cand,86,-0.9243103,0.796875,0.1484375
median,landcover_cand,87,-1.0071299,0.6594203,0.123188406
median,landcover_cand,88,-0.97026044,0.65697676,0.13372093
median,landcover_cand,89,-0.850298,0.8560606,0.21969697
median,landcover_cand,90,-1.2009786,0.63414633,0.08130081
median,landcover_cand,91,-0.7775058,0.82564104,0.23076923
median,landcover_cand,92,-0.931559,0.6731302,0.16066483
median,landcover_cand,93,-0.9513513,0.7197452,0.1910828
median,landcover_cand,94,-0.99591535,0.50857145,0.08571429
median,landcover_cand,95,-0.97176045,0.595122,0.07804878
median,landcover_cand,96,-0.99087554,0.5586207,0.089655176
median,landcover_cand,97,-0.9923098,0.59166664,0.09166667
median,landcover_cand,98,-0.9831483,0.61714286,0.14857143
median,landcover_cand,99,-1.0061058,0.46928746,0.06879607
median,landcover_cand,100,-1.0003234,0.53409094,0.07386363
median,landcover_cand,101,-1.0142294,0.5971223,0.05035971
median,landcover_cand,102,-0.7283272,0.8192308,0.36923078
median,landcover_cand,103,-0.72440624,0.7217391,0.34347826
median,landcover_cand,104,-0.7488004,0.9577465,0.3028169
median,landcover_cand,105,-0.7009374,0.81463414,0.37560976
median,landcover_cand,106,-0.8577576,0.8484849,0.16666667
median,landcover_cand,107,-0.6023809,0.77310926,0.5042017
median,landcover_cand,108,-0.6678624,0.8746356,0.3760933
median,landcover_cand,109,-0.64354753,0.8306636,0.44851258
median,landcover_cand,110,-0.87390655,0.76865673,0.20149253
median,landcover_cand,111,-0.6439259,0.82312924,0.43537414
median,landcover_cand,112,-0.69786036,0.8637993,0.31899643
median,landcover_cand,113,-0.92855376,0.762,0.176
median,landcover_cand,114,-0.91626424,0.772,0.138
median,landcover_cand,115,-0.9313789,0.7340425,0.20744681
median,landcover_cand,116,-0.9654466,0.64705884,0.122994654
median,landcover_cand,117,-0.95577866,0.6550388,0.14341085
median,landcover_cand,118,-0.95092547,0.6933333,0.18333334
median,landcover_cand,119,-0.9593106,0.66768295,0.16768293
median,landcover_cand,120,-0.97049034,0.68235296,0.13333334
median,landcover_cand,121,-0.99198484,0.599359,0.086538464
median,landcover_cand,122,-0.83233327,0.7818182,0.26060605
median,landcover_cand,123,-0.93676186,0.7647059,0.11764706
median,landcover_cand,124,-0.98217404,0.6280992,0.08264463
median,landcover_cand,125,-0.9880901,0.5387097,0.11290322
median,landcover_cand,126,-0.9803165,0.68292683,0.11382114
median,landcover_cand,127,-0.8646927,0.85882354,0.23529412
median,landcover_cand,128,-0.85755414,0.8730159,0.071428575
median,landcover_cand,129,-0.86685914,0.81213874,0.19942197
median,landcover_cand,130,-0.93878764,0.64777327,0.11740891
median,landcover_cand,131,-0.91687566,0.716,0.166
median,landcover_cand,132,-0.8889914,0.7076923,0.2
median,landcover_cand,133,-0.7978332,0.8243243,0.3243243
median,landcover_cand,134,-0.7607201,0.8842444,0.27974278
median,landcover_cand,135,-0.72730315,0.9076577,0.3355856
median,landcover_cand,136,-0.7550154,0.868,0.322
median,landcover_cand,137,-0.7483103,0.9148936,0.44680852
median,landcover_cand,138,-0.8277781,0.89260143,0.23866348
median,landcover_cand,139,-1.0018855,0.586,0.076
median,landcover_cand,140,-0.98818,0.64,0.052
median,landcover_cand,141,-0.9948355,0.6105919,0.080996886
median,landcover_cand,142,-0.9945239,0.5776699,0.048543688
median,landcover_cand,143,-0.99811625,0.63703704,0.08148148
median,landcover_cand,144,-0.9564248,0.70731705,0.093495935
median,landcover_cand,145,-0.95816714,0.67391306,0.11594203
median,landcover_cand,146,-0.99816865,0.5766129,0.06854839
median,landcover_cand,147,-0.9917211,0.56666666,0.083333336
median,landcover_cand,148,-0.958225,0.666,0.134
median,landcover_cand,149,-0.988693,0.586,0.104
median,landcover_cand,150,-0.97534716,0.6038647,0.12077295
permute,bioclim_cand,0,-0.67295206,0.86984813,0.37960956
permute,bioclim_cand,1,-0.77273357,0.8212766,0.34042552
permute,bioclim_cand,2,-0.7770301,0.8611111,0.34920636
permute,bioclim_cand,3,-0.9382274,0.6858974,0.17948718
permute,bioclim_cand,4,-0.8445294,0.8008475,0.16525424
permute,bioclim_cand,5,-0.82378286,0.795082,0.19262294
permute,bioclim_cand,6,-0.8728955,0.80737704,0.1557377
permute,bioclim_cand,7,-0.872945,0.8196721,0.18852459
permute,bioclim_cand,8,-0.8403596,0.7371134,0.2113402
permute,bioclim_cand,9,-0.85553634,0.6888889,0.18333334
permute,bioclim_cand,10,-0.85111517,0.8117155,0.23012552
permute,bioclim_cand,11,-0.5570675,0.9222615,0.39575973
permute,bioclim_cand,12,-0.9364089,0.7160494,0.15226337
permute,bioclim_cand,13,-0.93478864,0.692,0.084
permute,bioclim_cand,14,-0.9578648,0.784,0.168
permute,bioclim_cand,15,-0.98928493,0.698324,0.15083799
permute,bioclim_cand,16,-0.97266877,0.652819,0.2462908
permute,bioclim_cand,17,-1.3538227,0.69430053,0.21243523
permute,bioclim_cand,18,-1.0770875,0.66283524,0.14942528
permute,bioclim_cand,19,-0.94081736,0.73491377,0.16594827
permute,bioclim_cand,20,-0.9124997,0.7741117,0.13705584
permute,bioclim_cand,21,-0.99902856,0.648,0.118
permute,bioclim_cand,22,-0.99929905,0.6363636,0.07272727
permute,bioclim_cand,23,-0.9934502,0.64503044,0.13387424
permute,bioclim_cand,24,-0.8833042,0.8333333,0.094017096
permute,bioclim_cand,25,-0.9340792,0.72490704,0.14498141
permute,bioclim_cand,26,-0.9833611,0.74860334,0.11731844
permute,bioclim_cand,27,-0.872138,0.8720379,0.123222746
permute,bioclim_cand,28,-0.8578575,0.7832168,0.18881118
permute,bioclim_cand,29,-0.7338932,0.8964578,0.33242506
permute,bioclim_cand,30,-0.91928643,0.79,0.238
permute,bioclim_cand,31,-1.0225047,0.83,0.21
permute,bioclim_cand,32,-1.0904403,0.752809,0.1741573
permute,bioclim_cand,33,-0.98740035,0.8021978,0.24175824
permute,bioclim_cand,34,-0.89831865,0.8986014,0.26223776
permute,bioclim_cand,35,-0.92357665,0.7590361,0.1626506
permute,bioclim_cand,36,-1.0044725,0.6210526,0.11578947
permute,bioclim_cand,37,-0.98883814,0.5323741,0.02877698
permute,bioclim_cand,38,-0.9995054,0.5591182,0.08416834
permute,bioclim_cand,39,-0.99975353,0.43650794,0.07936508
permute,bioclim_cand,40,-0.9992411,0.518,0.064
permute,bioclim_cand,41,-1.0001576,0.49285713,0.06428572
permute,bioclim_cand,42,-0.99978364,0.4883721,0.0503876
permute,bioclim_cand,43,-0.9000385,0.7361111,0.2013889
permute,bioclim_cand,44,-0.8929854,0.7,0.18333334
permute,bioclim_cand,45,-0.9546156,0.6730769,0.1401099
permute,bioclim_cand,46,-0.9748865,0.7,0.061904762
permute,bioclim_cand,47,-0.9566027,0.69423556,0.0726817
permute,bioclim_cand,48,-1.0016253,0.54594594,0.08108108
permute,bioclim_cand,49,-0.97071195,0.5769231,0.19505495
permute,bioclim_cand,50,-0.96339434,0.63432837,0.14925373
permute,bioclim_cand,51,-0.94330317,0.6827586,0.1724138
permute,bioclim_cand,52,-0.96136826,0.7,0.0975
permute,bioclim_cand,53,-0.9999742,0.6198347,0.049586777
permute,bioclim_cand,54,-0.79717356,0.86,0.34
permute,bioclim_cand,55,-0.7616491,0.876,0.384
permute,bioclim_cand,56,-0.878651,0.81,0.322
permute,bioclim_cand,57,-0.84375995,0.846,0.36
permute,bioclim_cand,58,-0.7630262,0.886,0.304
permute,bioclim_cand,59,-0.8756773,0.8666667,0.4
permute,bioclim_cand,60,-0.6676968,0.939759,0.3493976
permute,bioclim_cand,61,-0.73459846,0.92424244,0.3409091
permute,bioclim_cand,62,-0.69575834,0.94160587,0.28467155
permute,bioclim_cand,63,-0.7623466,0.9068323,0.3043478
permute,bioclim_cand,64,-0.821666,0.75714284,0.29285714
permute,bioclim_cand,65,-0.9337034,0.8964286,0.23928571
permute,bioclim_cand,66,-0.6346963,0.8164557,0.4556962
permute,bioclim_cand,67,-0.86186045,0.8968254,0.2936508
permute,bioclim_cand,68,-0.8848513,0.91129035,0.18548387
permute,bioclim_cand,69,-0.8090531,0.836,0.324
permute,bioclim_cand,70,-0.7534745,0.8988764,0.50187266
permute,bioclim_cand,71,-0.95082015,0.7414966,0.19274376
permute,bioclim_cand,72,-0.7142,0.9101796,0.33233532
permute,bioclim_cand,73,-0.99725616,0.79640716,0.15269461
permute,bioclim_cand,74,-0.60956275,0.98203593,0.31137726
permute,bioclim_cand,75,-0.99895006,0.47940075,0.07116105
permute,bioclim_cand,76,-0.9988279,0.4979757,0.072874494
permute,bioclim_cand,77,-1.0008461,0.5,0.04945055
permute,bioclim_cand,78,-0.9968859,0.4379562,0.08759124
permute,bioclim_cand,79,-1.002655,0.5151515,0.09090909
permute,bioclim_cand,80,-0.9974717,0.5,0.048543688
permute,bioclim_cand,81,-0.99898475,0.48,0.068
permute,bioclim_cand,82,-0.99785393,0.536,0.052
permute,bioclim_cand,83,-0.9832177,0.6062176,0.10880829
permute,bioclim_cand,84,-0.7793459,0.8596491,0.2850877
permute,bioclim_cand,85,-0.97485584,0.7222222,0.2013889
permute,bioclim_cand,86,-0.6557443,0.9140625,0.484375
permute,bioclim_cand,87,-1.0940962,0.557971,0.1521739
permute,bioclim_cand,88,-1.0657672,0.6511628,0.13372093
permute,bioclim_cand,89,-0.94160205,0.7878788,0.18181819
permute,bioclim_cand,90,-1.1925088,0.6666667,0.12195122
permute,bioclim_cand,91,-0.66279304,0.83076924,0.37435898
permute,bioclim_cand,92,-0.9287833,0.6814405,0.15789473
permute,bioclim_cand,93,-0.98057836,0.58598727,0.070063695
permute,bioclim_cand,94,-0.9926364,0.61714286,0.06285714
permute,bioclim_cand,95,-0.9891982,0.595122,0.08292683
permute,bioclim_cand,96,-1.0219502,0.5448276,0.048275862
permute,bioclim_cand,97,-0.99901545,0.625,0.058333334
permute,bioclim_cand,98,-0.9813235,0.62285715,0.10285714
permute,bioclim_cand,99,-1.0038897,0.49140048,0.1007371
permute,bioclim_cand,100,-1.0164844,0.51704544,0.051136363
permute,bioclim_cand,101,-1.0054942,0.5827338,0.09352518
permute,bioclim_cand,102,-0.6715701,0.8923077,0.41538462
permute,bioclim_cand,103,-0.6489663,0.8608696,0.42608696
permute,bioclim_cand,104,-0.6843984,0.92957747,0.35915494
permute,bioclim_cand,105,-0.7027945,0.82439023,0.36585367
permute,bioclim_cand,106,-0.7600169,0.8712121,0.31060606
permute,bioclim_cand,107,-0.60904884,0.75630254,0.49579832
permute,bioclim_cand,108,-0.66424954,0.8862974,0.38483965
permute,bioclim_cand,109,-0.65367216,0.82608694,0.43935928
permute,bioclim_cand,110,-0.83179986,0.8358209,0.2761194
permute,bioclim_cand,111,-0.6471435,0.8367347,0.40816328
permute,bioclim_cand,112,-0.6871689,0.86021507,0.37634408
permute,bioclim_cand,113,-0.8605331,0.828,0.224
permute,bioclim_cand,114,-0.85585463,0.832,0.198
permute,bioclim_cand,115,-0.8943473,0.81914896,0.19148937
permute,bioclim_cand,116,-0.9183589,0.7540107,0.20855615
permute,bioclim_cand,117,-0.89726263,0.7751938,0.1744186
permute,bioclim_cand,118,-0.9584876,0.69666666,0.16
permute,bioclim_cand,119,-0.93336403,0.7347561,0.17378049
permute,bioclim_cand,120,-0.9663255,0.6666667,0.14117648
permute,bioclim_cand,121,-0.9735265,0.65384614,0.102564104
permute,bioclim_cand,122,-0.8796145,0.8121212,0.2060606
permute,bioclim_cand,123,-0.9335858,0.7226891,0.1092437
permute,bioclim_cand,124,-0.94807607,0.74380165,0.11570248
permute,bioclim_cand,125,-0.96779066,0.63225806,0.15806451
permute,bioclim_cand,126,-0.9860304,0.5934959,0.10569106
permute,bioclim_cand,127,-0.88537717,0.8,0.1764706
permute,bioclim_cand,128,-0.77237105,0.88095236,0.2936508
permute,bioclim_cand,129,-0.8026451,0.8410405,0.2716763
permute,bioclim_cand,130,-0.9498565,0.708502,0.11740891
permute,bioclim_cand,131,-0.8180549,0.77,0.256
permute,bioclim_cand,132,-0.89723176,0.75384617,0.16153847
permute,bioclim_cand,133,-0.73108774,0.8581081,0.38513514
permute,bioclim_cand,134,-0.5598926,0.9356913,0.45980707
permute,bioclim_cand,135,-0.691252,0.9211712,0.3963964
permute,bioclim_cand,136,-0.5545465,0.926,0.478
permute,bioclim_cand,137,-0.35061952,0.9787234,0.7659575
permute,bioclim_cand,138,-0.7540471,0.90692127,0.30071598
permute,bioclim_cand,139,-0.9604654,0.644,0.136
permute,bioclim_cand,140,-0.9361712,0.728,0.152
permute,bioclim_cand,141,-0.92820686,0.71339566,0.14330219
permute,bioclim_cand,142,-0.9837485,0.61165047,0.07281554
permute,bioclim_cand,143,-1.0083097,0.6148148,0.08888889
permute,bioclim_cand,144,-0.93382007,0.7357724,0.11382114
permute,bioclim_cand,145,-0.9508194,0.6666667,0.10869565
permute,bioclim_cand,146,-0.9945253,0.6008065,0.088709675
permute,bioclim_cand,147,-0.9897571,0.5738095,0.08809524
permute,bioclim_cand,148,-0.95653516,0.646,0.158
permute,bioclim_cand,149,-0.98581266,0.632,0.102
permute,bioclim_cand,150,-0.9628552,0.6304348,0.12560387
median,bioclim_cand,0,-0.6714259,0.87635577,0.38177875
median,bioclim_cand,1,-0.7444157,0.80851066,0.3744681
median,bioclim_cand,2,-0.6687462,0.8888889,0.40079364
median,bioclim_cand,3,-0.92489743,0.71153843,0.17521368
median,bioclim_cand,4,-0.8399522,0.7881356,0.19067797
median,bioclim_cand,5,-0.81942946,0.7991803,0.19262294
median,bioclim_cand,6,-0.8717397,0.81557375,0.14754099
median,bioclim_cand,7,-0.8702894,0.82377046,0.2090164
median,bioclim_cand,8,-0.8339029,0.7061856,0.19587629
median,bioclim_cand,9,-0.85193515,0.6888889,0.19444445
median,bioclim_cand,10,-0.8417099,0.8117155,0.24686192
median,bioclim_cand,11,-0.54513747,0.9434629,0.36749116
median,bioclim_cand,12,-0.92243814,0.6995885,0.12345679
median,bioclim_cand,13,-0.9323927,0.676,0.072
median,bioclim_cand,14,-0.9118744,0.76,0.152
median,bioclim_cand,15,-0.9127835,0.7318436,0.18994413
median,bioclim_cand,16,-0.8985805,0.6913947,0.26409495
median,bioclim_cand,17,-0.8423777,0.8445596,0.21761657
median,bioclim_cand,18,-0.9080136,0.72796935,0.1724138
median,bioclim_cand,19,-0.9147513,0.75,0.15732759
median,bioclim_cand,20,-0.90920395,0.7461929,0.1497462
median,bioclim_cand,21,-0.95238835,0.658,0.124
median,bioclim_cand,22,-0.94047564,0.72727275,0.07272727
median,bioclim_cand,23,-0.96617794,0.6612576,0.14604463
median,bioclim_cand,24,-0.8733469,0.8632479,0.0982906
median,bioclim_cand,25,-0.9196897,0.7360595,0.15241636
median,bioclim_cand,26,-0.9622753,0.75139666,0.1368715
median,bioclim_cand,27,-0.87175137,0.86255926,0.12796208
median,bioclim_cand,28,-0.8146183,0.8041958,0.25174826
median,bioclim_cand,29,-0.657482,0.9264305,0.34059945
median,bioclim_cand,30,-0.818797,0.822,0.264
