method,feat,seq_id,-xent@16,acc 8/16,acc 1/16
median,bioclim_cand[6],5,-0.82341796,0.795082,0.18442623
median,bioclim_cand[6],6,-0.8751541,0.795082,0.13934426
median,bioclim_cand[6],7,-0.87344646,0.82377046,0.19672132
median,bioclim_cand[6],8,-0.82991076,0.7113402,0.19587629
median,bioclim_cand[6],9,-0.8481213,0.68333334,0.2
median,bioclim_cand[6],10,-0.8432665,0.7949791,0.22594142
median,bioclim_cand[6],11,-0.5460889,0.94699645,0.36749116
median,bioclim_cand[6],12,-0.9239758,0.7407407,0.17283951
median,bioclim_cand[6],13,-0.93356687,0.672,0.068
median,bioclim_cand[6],14,-0.89525324,0.768,0.184
median,bioclim_cand[6],15,-0.8854386,0.74860334,0.23463687
median,bioclim_cand[6],16,-0.85445994,0.7181009,0.2908012
median,bioclim_cand[6],17,-0.75890434,0.93782383,0.24870466
median,bioclim_cand[6],18,-0.9040766,0.79693484,0.20689656
median,bioclim_cand[6],19,-0.9146997,0.76077586,0.1961207
median,bioclim_cand[6],20,-0.9031894,0.7766498,0.14467005
median,bioclim_cand[6],21,-0.9853701,0.706,0.126
median,bioclim_cand[6],22,-0.94441015,0.74545455,0.10909091
median,bioclim_cand[6],23,-0.95675874,0.67951316,0.14401622
median,bioclim_cand[6],24,-0.8704769,0.86752135,0.08974359
median,bioclim_cand[6],25,-0.91659623,0.75092936,0.15241636
median,bioclim_cand[6],26,-0.98039186,0.73743016,0.11173184
median,bioclim_cand[6],27,-0.8764878,0.8578199,0.12796208
median,bioclim_cand[6],28,-0.81921303,0.8251748,0.24475524
median,bioclim_cand[6],29,-0.6416314,0.9264305,0.35694823
median,bioclim_cand[6],30,-0.7882282,0.83,0.284
median,bioclim_cand[6],31,-0.80017465,0.94,0.16
median,bioclim_cand[6],32,-0.8419291,0.83146065,0.21910113
median,bioclim_cand[6],33,-0.71490175,0.8406593,0.2747253
median,bioclim_cand[6],34,-0.62960917,0.9300699,0.3846154
median,bioclim_cand[6],35,-0.8645527,0.8313253,0.19879518
median,bioclim_cand[6],36,-1.0038935,0.6421053,0.110526316
median,bioclim_cand[6],37,-0.98906326,0.5323741,0.02877698
median,bioclim_cand[6],38,-1.0000737,0.5591182,0.0761523
median,bioclim_cand[6],39,-0.999747,0.44444445,0.071428575
median,bioclim_cand[6],40,-0.9992255,0.51,0.06
median,bioclim_cand[6],41,-1.0001546,0.49285713,0.071428575
median,bioclim_cand[6],42,-0.9997209,0.50775194,0.0503876
median,bioclim_cand[6],43,-0.9020334,0.7569444,0.1736111
median,bioclim_cand[6],44,-0.88853097,0.75,0.19166666
median,bioclim_cand[6],45,-0.96011144,0.6510989,0.1456044
median,bioclim_cand[6],46,-0.9638247,0.7285714,0.07619048
median,bioclim_cand[6],47,-0.94965,0.7268171,0.05263158
median,bioclim_cand[6],48,-1.0096595,0.5837838,0.048648648
median,bioclim_cand[6],49,-0.9683768,0.5879121,0.20054945
median,bioclim_cand[6],50,-0.959837,0.6318408,0.17412935
median,bioclim_cand[6],51,-0.94241923,0.6862069,0.17586207
median,bioclim_cand[6],52,-0.96146506,0.7225,0.1025
median,bioclim_cand[6],53,-0.9834188,0.57024795,0.10743801
median,bioclim_cand[6],54,-0.66708314,0.882,0.394
median,bioclim_cand[6],55,-0.6605737,0.908,0.422
median,bioclim_cand[6],56,-0.7547596,0.836,0.324
median,bioclim_cand[6],57,-0.6825735,0.87,0.388
median,bioclim_cand[6],58,-0.6379765,0.914,0.32
median,bioclim_cand[6],59,-0.73256576,0.88,0.52
median,bioclim_cand[6],60,-0.5806213,0.9518072,0.32128513
median,bioclim_cand[6],61,-0.62285256,0.95454544,0.29545453
median,bioclim_cand[6],62,-0.6033792,0.95620435,0.30656934
median,bioclim_cand[6],63,-0.5896298,0.9503106,0.3478261
median,bioclim_cand[6],64,-0.7784039,0.74285716,0.34285715
median,bioclim_cand[6],65,-0.6630501,0.98214287,0.26785713
median,bioclim_cand[6],66,-0.58930117,0.87974685,0.48734176
median,bioclim_cand[6],67,-0.7002322,0.96825397,0.2936508
median,bioclim_cand[6],68,-0.6718524,1.0,0.37903225
median,bioclim_cand[6],69,-0.8028549,0.832,0.32
median,bioclim_cand[6],70,-0.7457477,0.90262175,0.52059925
median,bioclim_cand[6],71,-0.9451121,0.75736964,0.21315193
median,bioclim_cand[6],72,-0.61070967,0.94311374,0.41017964
median,bioclim_cand[6],73,-0.8324009,0.84431136,0.18263473
median,bioclim_cand[6],74,-0.57461375,0.98802394,0.24550898
median,bioclim_cand[6],75,-0.9991024,0.47191012,0.06741573
median,bioclim_cand[6],76,-0.99740875,0.5020243,0.06882591
median,bioclim_cand[6],77,-0.9986715,0.5,0.04945055
median,bioclim_cand[6],78,-0.9969245,0.42335767,0.08029197
median,bioclim_cand[6],79,-1.0028994,0.5050505,0.09427609
median,bioclim_cand[6],80,-0.9975405,0.5339806,0.04368932
median,bioclim_cand[6],81,-0.9989157,0.476,0.072
median,bioclim_cand[6],82,-0.9980867,0.524,0.054
median,bioclim_cand[6],83,-0.98333395,0.61139894,0.0880829
median,bioclim_cand[6],84,-0.76660484,0.8815789,0.25438598
median,bioclim_cand[6],85,-0.96079785,0.7013889,0.1875
median,bioclim_cand[6],86,-0.64274675,0.921875,0.515625
median,bioclim_cand[6],87,-1.059703,0.5507246,0.18115942
median,bioclim_cand[6],88,-1.0402945,0.63372093,0.15697674
median,bioclim_cand[6],89,-0.8167247,0.8787879,0.3030303
median,bioclim_cand[6],90,-1.203721,0.6585366,0.07317073
median,bioclim_cand[6],91,-0.6617261,0.82051283,0.34358975
median,bioclim_cand[6],92,-0.924393,0.70914125,0.17728531
median,bioclim_cand[6],93,-0.92985475,0.75159234,0.21019109
median,bioclim_cand[6],94,-0.9918833,0.5657143,0.08
median,bioclim_cand[6],95,-0.96849835,0.64878047,0.09756097
median,bioclim_cand[6],96,-1.001153,0.59310347,0.062068965
median,bioclim_cand[6],97,-0.9946045,0.6,0.083333336
median,bioclim_cand[6],98,-0.974266,0.6571429,0.16
median,bioclim_cand[6],99,-1.002785,0.5036855,0.1056511
median,bioclim_cand[6],100,-1.0142792,0.53977275,0.06818182
median,bioclim_cand[6],101,-1.0059292,0.5683453,0.107913665
median,bioclim_cand[6],102,-0.66171175,0.9115385,0.41538462
median,bioclim_cand[6],103,-0.6478527,0.84347826,0.41304347
median,bioclim_cand[6],104,-0.65997773,0.9366197,0.35211268
median,bioclim_cand[6],105,-0.7033147,0.81463414,0.3512195
median,bioclim_cand[6],106,-0.73181176,0.8787879,0.3409091
median,bioclim_cand[6],107,-0.6007114,0.77310926,0.5042017
median,bioclim_cand[6],108,-0.6592387,0.88921285,0.37317786
median,bioclim_cand[6],109,-0.6382402,0.83524024,0.45080093
median,bioclim_cand[6],110,-0.8061766,0.82835823,0.31343284
median,bioclim_cand[6],111,-0.6398106,0.81632656,0.4217687
median,bioclim_cand[6],112,-0.68080163,0.8637993,0.3655914
median,bioclim_cand[6],113,-0.81336564,0.868,0.274
median,bioclim_cand[6],114,-0.8000456,0.86,0.226
median,bioclim_cand[6],115,-0.81609213,0.85106385,0.2712766
median,bioclim_cand[6],116,-0.9063737,0.7326203,0.22459893
median,bioclim_cand[6],117,-0.88067424,0.7364341,0.18217054
median,bioclim_cand[6],118,-0.9050375,0.74666667,0.21666667
median,bioclim_cand[6],119,-0.8896418,0.7652439,0.18902439
median,bioclim_cand[6],120,-0.9381124,0.7058824,0.16862746
median,bioclim_cand[6],121,-0.9549666,0.6858974,0.099358976
median,bioclim_cand[6],122,-0.807336,0.830303,0.3090909
median,bioclim_cand[6],123,-0.8992744,0.7815126,0.14285715
median,bioclim_cand[6],124,-0.9354178,0.74380165,0.11570248
median,bioclim_cand[6],125,-0.9722314,0.60645163,0.13870968
median,bioclim_cand[6],126,-0.96161646,0.6666667,0.10569106
median,bioclim_cand[6],127,-0.82385695,0.87058824,0.2647059
median,bioclim_cand[6],128,-0.66300446,0.9126984,0.2936508
median,bioclim_cand[6],129,-0.7864053,0.8410405,0.27745664
median,bioclim_cand[6],130,-0.9344633,0.72469634,0.12955466
median,bioclim_cand[6],131,-0.8053044,0.78,0.248
median,bioclim_cand[6],132,-0.8716157,0.77692306,0.16153847
median,bioclim_cand[6],133,-0.7129545,0.8513514,0.41216215
median,bioclim_cand[6],134,-0.5410157,0.9453376,0.45980707
median,bioclim_cand[6],135,-0.6027378,0.9346847,0.45045045
median,bioclim_cand[6],136,-0.5331402,0.944,0.51
median,bioclim_cand[6],137,-0.33541822,0.9574468,0.7659575
median,bioclim_cand[6],138,-0.7341235,0.92124104,0.29832935
median,bioclim_cand[6],139,-0.9564715,0.672,0.156
median,bioclim_cand[6],140,-0.93703705,0.744,0.132
median,bioclim_cand[6],141,-0.92764807,0.72897196,0.12772585
median,bioclim_cand[6],142,-0.9872212,0.61650485,0.0776699
median,bioclim_cand[6],143,-0.999914,0.6296296,0.1037037
median,bioclim_cand[6],144,-0.92164373,0.7723577,0.13414635
median,bioclim_cand[6],145,-0.95496136,0.67391306,0.13043478
median,bioclim_cand[6],146,-0.9927952,0.6048387,0.09677419
median,bioclim_cand[6],147,-0.9874328,0.6,0.09047619
median,bioclim_cand[6],148,-0.9542632,0.668,0.154
median,bioclim_cand[6],149,-0.9895868,0.606,0.104
median,bioclim_cand[6],150,-0.9618374,0.6594203,0.13043478
permute,bioclim_cand[7],0,-0.66590947,0.8741866,0.38177875
permute,bioclim_cand[7],1,-0.7585252,0.80851066,0.34893617
permute,bioclim_cand[7],2,-0.6785264,0.9206349,0.42460316
permute,bioclim_cand[7],3,-0.8990717,0.71153843,0.1923077
permute,bioclim_cand[7],4,-0.8475404,0.8008475,0.16525424
permute,bioclim_cand[7],5,-0.82063895,0.8032787,0.18032786
permute,bioclim_cand[7],6,-0.8703443,0.81557375,0.14754099
permute,bioclim_cand[7],7,-0.86977094,0.8360656,0.18032786
permute,bioclim_cand[7],8,-0.8323724,0.71649486,0.19587629
permute,bioclim_cand[7],9,-0.8480311,0.67777777,0.19444445
permute,bioclim_cand[7],10,-0.84027135,0.7949791,0.20502092
permute,bioclim_cand[7],11,-0.5451146,0.9434629,0.38515902
permute,bioclim_cand[7],12,-0.9227811,0.7201646,0.17283951
permute,bioclim_cand[7],13,-0.93288857,0.676,0.076
permute,bioclim_cand[7],14,-0.8990266,0.8,0.192
permute,bioclim_cand[7],15,-0.8829829,0.75418997,0.20670392
permute,bioclim_cand[7],16,-0.8594123,0.70919883,0.28486648
permute,bioclim_cand[7],17,-0.8392326,0.8601036,0.22797927
permute,bioclim_cand[7],18,-0.9090996,0.789272,0.1954023
permute,bioclim_cand[7],19,-0.91398776,0.75431037,0.18534483
permute,bioclim_cand[7],20,-0.9019557,0.7817259,0.15482233
permute,bioclim_cand[7],21,-0.97760814,0.69,0.128
permute,bioclim_cand[7],22,-0.9308373,0.72727275,0.16363636
permute,bioclim_cand[7],23,-0.95362586,0.6896552,0.14198783
permute,bioclim_cand[7],24,-0.86779946,0.8632479,0.102564104
permute,bioclim_cand[7],25,-0.9118878,0.7620818,0.14126395
permute,bioclim_cand[7],26,-0.97785956,0.74581003,0.11452514
permute,bioclim_cand[7],27,-0.875294,0.86255926,0.12796208
permute,bioclim_cand[7],28,-0.81959015,0.8251748,0.24475524
permute,bioclim_cand[7],29,-0.6396693,0.9291553,0.3760218
permute,bioclim_cand[7],30,-0.7878661,0.842,0.288
permute,bioclim_cand[7],31,-0.80187714,0.94,0.18
permute,bioclim_cand[7],32,-0.8436592,0.83707863,0.21910113
permute,bioclim_cand[7],33,-0.7147968,0.83516484,0.2857143
permute,bioclim_cand[7],34,-0.6305068,0.93356645,0.37762237
permute,bioclim_cand[7],35,-0.86786395,0.8373494,0.18674698
permute,bioclim_cand[7],36,-1.0039408,0.6315789,0.110526316
permute,bioclim_cand[7],37,-0.98837423,0.5323741,0.02877698
permute,bioclim_cand[7],38,-0.9983709,0.56513023,0.08617234
permute,bioclim_cand[7],39,-0.9997428,0.44444445,0.071428575
permute,bioclim_cand[7],40,-0.9992102,0.514,0.062
permute,bioclim_cand[7],41,-1.0001541,0.49285713,0.071428575
permute,bioclim_cand[7],42,-0.99970526,0.50775194,0.054263566
permute,bioclim_cand[7],43,-0.9017925,0.7569444,0.1736111
permute,bioclim_cand[7],44,-0.88863856,0.75,0.19166666
permute,bioclim_cand[7],45,-0.9598714,0.64835167,0.1456044
permute,bioclim_cand[7],46,-0.9631964,0.71428573,0.07619048
permute,bioclim_cand[7],47,-0.9488013,0.7293233,0.04511278
permute,bioclim_cand[7],48,-1.0095098,0.5783784,0.048648648
permute,bioclim_cand[7],49,-0.96844274,0.5906593,0.1978022
permute,bioclim_cand[7],50,-0.9598908,0.6318408,0.17661692
permute,bioclim_cand[7],51,-0.94277114,0.6793103,0.17586207
permute,bioclim_cand[7],52,-0.96157014,0.7225,0.0975
permute,bioclim_cand[7],53,-0.98116475,0.58677685,0.09917355
permute,bioclim_cand[7],54,-0.67172617,0.872,0.4
permute,bioclim_cand[7],55,-0.6604081,0.904,0.422
permute,bioclim_cand[7],56,-0.7541912,0.832,0.328
permute,bioclim_cand[7],57,-0.68029577,0.87,0.382
permute,bioclim_cand[7],58,-0.637318,0.91,0.336
permute,bioclim_cand[7],59,-0.7311653,0.88,0.48
permute,bioclim_cand[7],60,-0.57960653,0.9518072,0.3493976
permute,bioclim_cand[7],61,-0.621991,0.9469697,0.29545453
permute,bioclim_cand[7],62,-0.60280734,0.9489051,0.3138686
permute,bioclim_cand[7],63,-0.5904771,0.9503106,0.36645964
permute,bioclim_cand[7],64,-0.7783003,0.76428574,0.33571428
permute,bioclim_cand[7],65,-0.65897655,0.975,0.28928572
permute,bioclim_cand[7],66,-0.5888323,0.87341774,0.48734176
permute,bioclim_cand[7],67,-0.69897175,0.96825397,0.33333334
permute,bioclim_cand[7],68,-0.67085284,1.0,0.41129032
permute,bioclim_cand[7],69,-0.80278605,0.832,0.326
permute,bioclim_cand[7],70,-0.74650866,0.8988764,0.5131086
permute,bioclim_cand[7],71,-0.9456459,0.75510204,0.20634921
permute,bioclim_cand[7],72,-0.6101482,0.9461078,0.4071856
permute,bioclim_cand[7],73,-0.8317459,0.8263473,0.2005988
permute,bioclim_cand[7],74,-0.5741394,0.98802394,0.26946107
permute,bioclim_cand[7],75,-0.99898696,0.47565544,0.06741573
permute,bioclim_cand[7],76,-0.9978287,0.5040486,0.060728744
permute,bioclim_cand[7],77,-0.99964595,0.50549453,0.04945055
permute,bioclim_cand[7],78,-0.99694824,0.40875912,0.08029197
permute,bioclim_cand[7],79,-1.0028107,0.5050505,0.0976431
permute,bioclim_cand[7],80,-0.99755377,0.5388349,0.048543688
permute,bioclim_cand[7],81,-0.99891,0.48,0.072
permute,bioclim_cand[7],82,-0.9979396,0.534,0.054
permute,bioclim_cand[7],83,-0.9833091,0.6217617,0.103626944
permute,bioclim_cand[7],84,-0.76531166,0.8903509,0.25
permute,bioclim_cand[7],85,-0.96074826,0.7222222,0.19444445
permute,bioclim_cand[7],86,-0.6424548,0.921875,0.5078125
permute,bioclim_cand[7],87,-1.0598038,0.5652174,0.17391305
permute,bioclim_cand[7],88,-1.0375465,0.6511628,0.15116279
permute,bioclim_cand[7],89,-0.8204364,0.8636364,0.25757575
permute,bioclim_cand[7],90,-1.1964658,0.68292683,0.07317073
permute,bioclim_cand[7],91,-0.660942,0.8153846,0.34358975
permute,bioclim_cand[7],92,-0.9258645,0.7063712,0.17728531
permute,bioclim_cand[7],93,-0.9323248,0.7388535,0.22292994
permute,bioclim_cand[7],94,-0.99122244,0.58285713,0.074285716
permute,bioclim_cand[7],95,-0.9688901,0.63414633,0.10243902
permute,bioclim_cand[7],96,-1.0022819,0.6068966,0.055172414
permute,bioclim_cand[7],97,-0.9942404,0.60833335,0.1
permute,bioclim_cand[7],98,-0.97476286,0.6457143,0.13714285
permute,bioclim_cand[7],99,-1.0027118,0.4987715,0.1056511
permute,bioclim_cand[7],100,-1.0139728,0.53977275,0.056818184
permute,bioclim_cand[7],101,-1.0049537,0.5755396,0.10071942
permute,bioclim_cand[7],102,-0.66306317,0.9153846,0.41153845
permute,bioclim_cand[7],103,-0.6483048,0.84347826,0.42173913
permute,bioclim_cand[7],104,-0.660787,0.943662,0.35211268
permute,bioclim_cand[7],105,-0.703221,0.81463414,0.34634146
permute,bioclim_cand[7],106,-0.7331019,0.8787879,0.34848484
permute,bioclim_cand[7],107,-0.6004743,0.7815126,0.5042017
permute,bioclim_cand[7],108,-0.65843964,0.8862974,0.37900874
permute,bioclim_cand[7],109,-0.6378203,0.83295196,0.44851258
permute,bioclim_cand[7],110,-0.8040875,0.8358209,0.3283582
permute,bioclim_cand[7],111,-0.63957024,0.81632656,0.42857143
permute,bioclim_cand[7],112,-0.68060046,0.86738354,0.3691756
permute,bioclim_cand[7],113,-0.8138247,0.872,0.282
permute,bioclim_cand[7],114,-0.80083764,0.856,0.22
permute,bioclim_cand[7],115,-0.815074,0.84574467,0.2606383
permute,bioclim_cand[7],116,-0.90644807,0.7326203,0.22459893
permute,bioclim_cand[7],117,-0.88007295,0.74418604,0.19379845
permute,bioclim_cand[7],118,-0.9063692,0.7366667,0.20333333
permute,bioclim_cand[7],119,-0.8897443,0.7621951,0.19207317
permute,bioclim_cand[7],120,-0.9383908,0.7137255,0.16078432
permute,bioclim_cand[7],121,-0.9555038,0.6858974,0.10897436
permute,bioclim_cand[7],122,-0.80849165,0.8424242,0.2969697
permute,bioclim_cand[7],123,-0.89848816,0.789916,0.15126051
permute,bioclim_cand[7],124,-0.93547857,0.74380165,0.1322314
permute,bioclim_cand[7],125,-0.9715594,0.61290324,0.14516129
permute,bioclim_cand[7],126,-0.9625917,0.6585366,0.10569106
permute,bioclim_cand[7],127,-0.8254778,0.88235295,0.25882354
permute,bioclim_cand[7],128,-0.6646817,0.9126984,0.2777778
permute,bioclim_cand[7],129,-0.78752685,0.849711,0.28901735
permute,bioclim_cand[7],130,-0.93529326,0.708502,0.12145749
permute,bioclim_cand[7],131,-0.8054739,0.786,0.256
permute,bioclim_cand[7],132,-0.8725575,0.7692308,0.16153847
permute,bioclim_cand[7],133,-0.71233016,0.8513514,0.4189189
permute,bioclim_cand[7],134,-0.5389909,0.948553,0.45980707
permute,bioclim_cand[7],135,-0.6068805,0.9369369,0.43693694
permute,bioclim_cand[7],136,-0.53132874,0.94,0.512
permute,bioclim_cand[7],137,-0.3364955,0.9574468,0.7659575
permute,bioclim_cand[7],138,-0.7266429,0.92124104,0.31742242
permute,bioclim_cand[7],139,-0.9567431,0.672,0.156
permute,bioclim_cand[7],140,-0.93690526,0.748,0.134
permute,bioclim_cand[7],141,-0.92755413,0.72897196,0.12772585
permute,bioclim_cand[7],142,-0.9877024,0.60194176,0.08252427
permute,bioclim_cand[7],143,-1.0014037,0.62222224,0.08888889
permute,bioclim_cand[7],144,-0.92225546,0.7723577,0.12601626
permute,bioclim_cand[7],145,-0.95424145,0.67391306,0.11594203
permute,bioclim_cand[7],146,-0.9918071,0.6169355,0.10080645
permute,bioclim_cand[7],147,-0.9875501,0.60238093,0.09047619
permute,bioclim_cand[7],148,-0.9545505,0.66,0.15
permute,bioclim_cand[7],149,-0.98947364,0.606,0.106
permute,bioclim_cand[7],150,-0.96188396,0.65700483,0.12801932
median,bioclim_cand[7],0,-0.6659432,0.87635577,0.38611713
median,bioclim_cand[7],1,-0.7593166,0.8,0.34893617
median,bioclim_cand[7],2,-0.67886984,0.92460316,0.45238096
median,bioclim_cand[7],3,-0.9012517,0.72008544,0.18376069
median,bioclim_cand[7],4,-0.8484989,0.7838983,0.16949153
median,bioclim_cand[7],5,-0.82089525,0.795082,0.20081967
median,bioclim_cand[7],6,-0.8724675,0.8032787,0.13934426
median,bioclim_cand[7],7,-0.87144905,0.8278689,0.20081967
median,bioclim_cand[7],8,-0.8315282,0.71649486,0.19072165
median,bioclim_cand[7],9,-0.8479872,0.6722222,0.2
median,bioclim_cand[7],10,-0.8406054,0.80753136,0.22594142
median,bioclim_cand[7],11,-0.54649,0.94699645,0.3745583
median,bioclim_cand[7],12,-0.9229666,0.74485594,0.16872428
median,bioclim_cand[7],13,-0.933657,0.668,0.068
median,bioclim_cand[7],14,-0.9057589,0.8,0.168
median,bioclim_cand[7],15,-0.8819551,0.75977653,0.22905028
median,bioclim_cand[7],16,-0.8551759,0.7181009,0.28486648
median,bioclim_cand[7],17,-0.7596079,0.93782383,0.24870466
median,bioclim_cand[7],18,-0.8955503,0.79310346,0.20689656
median,bioclim_cand[7],19,-0.9149756,0.76077586,0.19396552
median,bioclim_cand[7],20,-0.9041944,0.7715736,0.14720812
median,bioclim_cand[7],21,-0.9745465,0.702,0.132
median,bioclim_cand[7],22,-0.928407,0.72727275,0.14545454
median,bioclim_cand[7],23,-0.9536136,0.6896552,0.14807302
median,bioclim_cand[7],24,-0.868331,0.86752135,0.0982906
median,bioclim_cand[7],25,-0.91235095,0.74349445,0.14498141
median,bioclim_cand[7],26,-0.97777486,0.7318436,0.11452514
median,bioclim_cand[7],27,-0.87521505,0.8578199,0.12796208
median,bioclim_cand[7],28,-0.8194939,0.8251748,0.24475524
median,bioclim_cand[7],29,-0.6396455,0.9264305,0.34877384
median,bioclim_cand[7],30,-0.7879885,0.836,0.288
median,bioclim_cand[7],31,-0.8006637,0.94,0.16
median,bioclim_cand[7],32,-0.8419291,0.83146065,0.21910113
median,bioclim_cand[7],33,-0.7144307,0.83516484,0.2802198
median,bioclim_cand[7],34,-0.6296754,0.9300699,0.3811189
median,bioclim_cand[7],35,-0.8673853,0.8433735,0.18674698
median,bioclim_cand[7],36,-1.0025748,0.64736843,0.110526316
median,bioclim_cand[7],37,-0.98871434,0.5323741,0.02877698
median,bioclim_cand[7],38,-0.99816227,0.56312627,0.08016032
median,bioclim_cand[7],39,-0.9997429,0.44444445,0.071428575
median,bioclim_cand[7],40,-0.9992105,0.514,0.06
median,bioclim_cand[7],41,-1.0001575,0.49285713,0.071428575
median,bioclim_cand[7],42,-0.9997078,0.50775194,0.054263566
median,bioclim_cand[7],43,-0.90206885,0.7569444,0.1736111
median,bioclim_cand[7],44,-0.88864696,0.75,0.19166666
median,bioclim_cand[7],45,-0.95989686,0.6456044,0.1456044
median,bioclim_cand[7],46,-0.96323085,0.7285714,0.07619048
median,bioclim_cand[7],47,-0.9486814,0.7268171,0.05263158
median,bioclim_cand[7],48,-1.0094308,0.5837838,0.048648648
median,bioclim_cand[7],49,-0.9684884,0.5879121,0.20054945
median,bioclim_cand[7],50,-0.9598708,0.63432837,0.17661692
median,bioclim_cand[7],51,-0.9428406,0.6862069,0.17586207
median,bioclim_cand[7],52,-0.9615396,0.72,0.1025
median,bioclim_cand[7],53,-0.9825159,0.5785124,0.10743801
median,bioclim_cand[7],54,-0.6715614,0.874,0.39
median,bioclim_cand[7],55,-0.6600946,0.902,0.424
median,bioclim_cand[7],56,-0.755043,0.836,0.326
median,bioclim_cand[7],57,-0.67942894,0.872,0.386
median,bioclim_cand[7],58,-0.63727146,0.914,0.324
median,bioclim_cand[7],59,-0.73096365,0.88,0.50666666
median,bioclim_cand[7],60,-0.5807131,0.9518072,0.32128513
median,bioclim_cand[7],61,-0.6226017,0.95454544,0.29545453
median,bioclim_cand[7],62,-0.6039543,0.95620435,0.3138686
median,bioclim_cand[7],63,-0.58954835,0.9503106,0.35403726
median,bioclim_cand[7],64,-0.77948695,0.75,0.34285715
median,bioclim_cand[7],65,-0.667987,0.9714286,0.275
median,bioclim_cand[7],66,-0.5920241,0.87974685,0.48101267
median,bioclim_cand[7],67,-0.702954,0.96825397,0.36507937
median,bioclim_cand[7],68,-0.67422986,0.9919355,0.3951613
median,bioclim_cand[7],69,-0.80293643,0.832,0.324
median,bioclim_cand[7],70,-0.74642473,0.90262175,0.52059925
median,bioclim_cand[7],71,-0.9457643,0.7596372,0.2154195
median,bioclim_cand[7],72,-0.61035675,0.94311374,0.41616768
median,bioclim_cand[7],73,-0.8312858,0.84431136,0.18263473
median,bioclim_cand[7],74,-0.5750698,0.98802394,0.24550898
median,bioclim_cand[7],75,-0.9991094,0.47565544,0.06741573
median,bioclim_cand[7],76,-0.99740756,0.5,0.06882591
median,bioclim_cand[7],77,-0.99868274,0.4945055,0.04945055
median,bioclim_cand[7],78,-0.9969441,0.42335767,0.08029197
median,bioclim_cand[7],79,-1.003426,0.5050505,0.09427609
median,bioclim_cand[7],80,-0.9975674,0.5436893,0.04368932
median,bioclim_cand[7],81,-0.9989556,0.476,0.072
median,bioclim_cand[7],82,-0.9981106,0.528,0.054
median,bioclim_cand[7],83,-0.98333126,0.61139894,0.0880829
median,bioclim_cand[7],84,-0.766132,0.8903509,0.25438598
median,bioclim_cand[7],85,-0.9613534,0.7083333,0.1875
median,bioclim_cand[7],86,-0.64194256,0.921875,0.5078125
median,bioclim_cand[7],87,-1.0600423,0.5507246,0.18115942
median,bioclim_cand[7],88,-1.039828,0.63372093,0.15116279
median,bioclim_cand[7],89,-0.8193254,0.8787879,0.33333334
median,bioclim_cand[7],90,-1.1986117,0.6585366,0.07317073
median,bioclim_cand[7],91,-0.6616045,0.82564104,0.33846155
median,bioclim_cand[7],92,-0.9248995,0.70914125,0.18559557
median,bioclim_cand[7],93,-0.93138695,0.7643312,0.21656051
median,bioclim_cand[7],94,-0.99197006,0.5714286,0.074285716
median,bioclim_cand[7],95,-0.96917456,0.6536585,0.10243902
median,bioclim_cand[7],96,-1.001176,0.6068966,0.055172414
median,bioclim_cand[7],97,-0.9948757,0.60833335,0.09166667
median,bioclim_cand[7],98,-0.97475743,0.6628571,0.16571428
median,bioclim_cand[7],99,-1.0026928,0.5012285,0.1056511
median,bioclim_cand[7],100,-1.0138007,0.54545456,0.0625
median,bioclim_cand[7],101,-1.0051626,0.5755396,0.10071942
median,bioclim_cand[7],102,-0.66254145,0.9115385,0.41538462
median,bioclim_cand[7],103,-0.6479363,0.83913046,0.4173913
median,bioclim_cand[7],104,-0.65970397,0.9366197,0.34507042
median,bioclim_cand[7],105,-0.70316476,0.81463414,0.34634146
median,bioclim_cand[7],106,-0.7323152,0.8712121,0.3409091
median,bioclim_cand[7],107,-0.60059106,0.77310926,0.5042017
median,bioclim_cand[7],108,-0.6578244,0.8862974,0.37900874
median,bioclim_cand[7],109,-0.637548,0.83295196,0.45080093
median,bioclim_cand[7],110,-0.80646104,0.8208955,0.32089552
median,bioclim_cand[7],111,-0.6395451,0.82312924,0.4217687
median,bioclim_cand[7],112,-0.68072957,0.8637993,0.3691756
median,bioclim_cand[7],113,-0.8138094,0.87,0.276
median,bioclim_cand[7],114,-0.80038774,0.856,0.222
median,bioclim_cand[7],115,-0.8158204,0.85106385,0.2712766
median,bioclim_cand[7],116,-0.9065806,0.7326203,0.22459893
median,bioclim_cand[7],117,-0.8805949,0.74418604,0.18992248
median,bioclim_cand[7],118,-0.90559834,0.74333334,0.22
median,bioclim_cand[7],119,-0.8902843,0.7652439,0.19207317
median,bioclim_cand[7],120,-0.9383092,0.7058824,0.16862746
median,bioclim_cand[7],121,-0.9551317,0.6826923,0.10576923
median,bioclim_cand[7],122,-0.80831337,0.830303,0.3090909
median,bioclim_cand[7],123,-0.8992743,0.7815126,0.15126051
median,bioclim_cand[7],124,-0.9348843,0.74380165,0.11570248
median,bioclim_cand[7],125,-0.9720912,0.60967743,0.13870968
median,bioclim_cand[7],126,-0.96190774,0.67479676,0.10569106
median,bioclim_cand[7],127,-0.82470655,0.87647057,0.25882354
median,bioclim_cand[7],128,-0.6622128,0.9126984,0.2777778
median,bioclim_cand[7],129,-0.78636426,0.8410405,0.27456647
median,bioclim_cand[7],130,-0.93444246,0.7327935,0.13360325
median,bioclim_cand[7],131,-0.80523664,0.782,0.248
